YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DISTANCE,AIR_TIME,CANCELLED,DIVERTED,TAXI_OUT,TAXI_IN,FLIGHT_NUMBER
2015,11,25,SW,ORD,ATL,-6,112,2616,163,0,0,24,5,4144
2014,3,10,AA,ATL,DFW,-8,80,1414,133,0,0,21,20,7557
2015,6,21,JB,DEN,ORD,82,57,1921,133,0,0,24,21,6315
2015,2,13,UA,LAX,ORD,51,144,926,81,0,0,27,11,4828
2015,8,3,AA,ATL,ORD,65,-8,435,77,0,0,18,17,2357
2014,7,22,UA,DEN,DFW,50,117,1776,51,0,0,25,9,6533
2015,3,25,UA,DEN,ORD,15,90,1153,90,0,0,11,13,2202
2014,1,24,JB,ORD,LAX,94,72,2234,242,0,0,25,11,7220
2015,12,3,AA,DEN,ATL,6,92,1625,170,0,0,20,24,3792
2014,12,20,DL,DEN,DEN,117,70,1671,243,0,0,13,6,5517
2014,10,20,JB,DFW,LAX,9,103,2029,166,0,0,12,15,1174
2014,4,17,DL,ORD,LAX,11,39,1027,206,0,0,25,16,6203
2015,4,28,DL,ATL,LAX,16,131,363,284,0,0,11,13,9910
2015,11,21,JB,ORD,LAX,71,37,2145,31,0,0,7,11,8837
2014,5,12,SW,ORD,ATL,57,57,1120,237,0,0,7,21,8340
2014,3,13,SW,LAX,ATL,18,81,2095,164,0,0,20,12,5578
2014,11,16,JB,DEN,LAX,41,0,997,270,0,0,7,23,7938
2015,2,19,SW,DFW,LAX,63,104,361,281,0,0,5,10,159
2015,2,7,JB,DEN,DFW,18,10,284,119,0,0,21,22,2334
2015,8,7,UA,ATL,ATL,105,74,770,231,0,0,13,16,6004
2015,7,21,AA,LAX,DFW,109,66,824,199,0,0,23,12,9777
2015,12,21,JB,DEN,ORD,84,107,675,277,0,0,18,10,4948
2014,1,17,AA,ORD,DEN,35,89,2400,247,1,0,14,12,1510
2014,12,15,UA,DEN,DEN,75,41,1416,299,1,0,18,8,6644
2014,9,4,UA,DEN,ATL,104,84,1409,236,0,0,11,21,3090
2014,3,13,SW,ORD,ATL,-8,83,1516,283,0,0,25,15,6357
2015,3,17,DL,ATL,ATL,37,-4,355,124,0,0,26,13,274
2015,1,1,SW,DEN,DFW,54,5,1597,57,0,0,12,18,137
2014,11,8,AA,DFW,DFW,31,14,220,79,0,0,9,9,5495
2015,4,25,SW,ATL,ORD,2,53,552,98,0,0,22,21,6567
2014,10,18,DL,ORD,DFW,57,41,2935,148,0,1,16,7,4916
2015,12,16,UA,DEN,DFW,104,108,770,264,0,0,28,9,5414
2015,11,16,SW,DFW,DEN,24,27,1867,141,0,0,26,7,4947
2014,2,9,AA,LAX,DFW,79,80,1412,83,0,0,13,8,1538
2014,12,17,JB,ORD,ATL,55,123,2745,177,0,0,23,24,9858
2014,3,9,UA,DFW,DEN,19,77,846,37,0,0,9,11,7117
2015,12,17,SW,ATL,DEN,109,120,2643,37,0,1,17,21,1898
2015,11,26,AA,DFW,LAX,70,38,2778,162,0,0,26,17,6559
2015,1,10,DL,DFW,ATL,65,119,919,96,0,0,11,12,1170
2014,3,15,AA,DFW,DEN,13,25,1269,290,1,0,25,8,7225
2014,4,8,AA,LAX,ATL,37,82,748,175,0,0,17,14,6118
2014,6,17,UA,LAX,DEN,-10,63,444,220,0,0,9,17,3801
2015,3,8,UA,ATL,LAX,40,1,684,299,0,0,23,24,6946
2015,11,17,JB,DFW,ORD,86,135,1071,171,0,0,24,24,7076
2014,6,13,SW,ORD,ORD,19,63,924,270,0,0,6,9,6364
2014,12,8,SW,DEN,LAX,22,107,2344,61,0,0,23,17,9017
2014,12,2,AA,ATL,DFW,67,53,2473,194,0,0,16,11,9104
2015,2,21,SW,ATL,ORD,94,23,1652,290,0,0,26,18,815
2015,11,15,UA,DFW,ATL,76,119,821,36,0,0,15,21,5999
2014,8,23,UA,DEN,DEN,43,57,1355,258,0,0,9,9,4001
2014,5,24,SW,DFW,LAX,73,37,2353,203,0,0,15,14,4347
2014,1,28,DL,DEN,DEN,54,19,2495,291,0,0,16,24,6948
2015,6,6,SW,DFW,ORD,7,12,462,166,0,0,13,22,8730
2015,3,8,AA,ORD,ORD,22,108,1839,116,0,0,28,13,5123
2015,4,3,UA,LAX,ATL,51,108,2595,191,1,1,23,20,7078
2014,10,16,JB,ATL,DFW,115,38,1232,178,0,0,25,24,5057
2014,8,23,UA,DFW,DEN,102,134,2703,99,0,0,9,16,5249
2014,8,23,JB,LAX,ATL,41,16,2140,259,1,0,7,22,8506
2014,11,2,SW,DFW,ORD,71,89,1200,221,0,0,15,17,5677
2014,8,10,AA,ATL,ORD,115,102,338,284,0,0,28,20,102
2014,12,3,AA,LAX,ORD,9,28,2229,265,0,0,12,19,9171
2014,5,24,AA,DEN,DEN,39,19,2672,104,0,0,26,6,4763
2014,1,11,DL,LAX,ATL,46,54,2276,82,0,0,17,15,7748
2014,9,15,SW,DFW,ATL,52,71,462,237,0,1,16,13,268
2014,11,25,DL,ATL,LAX,13,84,678,163,0,0,12,11,7276
2014,9,2,JB,ORD,LAX,49,55,2319,260,0,0,29,16,3017
2015,8,9,DL,ATL,ATL,5,42,803,274,1,0,9,24,6079
2014,11,19,AA,LAX,ORD,17,70,858,137,0,1,17,13,3153
2014,3,17,UA,ATL,DEN,71,79,2520,142,1,0,9,12,9226
2015,6,27,AA,ATL,LAX,98,101,1920,142,0,0,7,12,866
2014,7,1,SW,ORD,DFW,94,71,2926,248,0,1,17,6,6187
2015,4,23,SW,LAX,LAX,85,37,2665,265,1,0,17,15,6989
2015,12,8,AA,ATL,ATL,91,7,278,264,0,0,22,17,818
2014,10,1,AA,DFW,LAX,10,40,322,102,0,0,21,15,9955
2014,7,11,SW,ATL,ATL,7,107,1392,133,0,0,10,8,498
2015,9,16,DL,ATL,DEN,106,24,2978,239,1,0,6,12,9868
2014,6,23,DL,LAX,DEN,25,33,1955,108,0,0,18,16,2529
2014,2,7,SW,ATL,ORD,18,134,1341,139,0,0,8,24,3265
2014,6,15,AA,DEN,LAX,112,117,1022,169,0,0,25,22,9528
2015,3,7,AA,DEN,DEN,32,53,919,81,0,0,10,16,1975
2015,7,6,SW,LAX,LAX,93,11,2342,255,0,0,5,24,3286
2014,3,4,SW,LAX,DEN,36,22,399,255,0,0,10,16,7631
2014,12,4,DL,ATL,ORD,67,115,1473,265,0,0,28,11,5635
2015,8,10,SW,LAX,ORD,89,47,1692,48,0,0,5,21,253
2015,11,22,AA,ORD,DEN,36,87,1890,172,0,0,20,23,7632
2014,11,28,AA,DFW,DEN,78,-3,2936,235,1,0,11,24,1658
2014,5,24,SW,DEN,LAX,10,113,1937,48,0,0,9,5,986
2014,3,24,JB,DFW,LAX,49,83,1802,117,1,0,20,6,2582
2015,1,19,AA,ATL,ATL,117,48,825,264,0,0,6,10,539
2015,5,10,DL,DEN,ATL,54,123,2142,179,0,0,6,10,3291
2014,10,12,JB,LAX,ATL,-4,94,2676,180,0,0,10,9,8260
2015,10,22,JB,DFW,ORD,106,7,1032,263,0,0,15,13,5131
2014,11,20,UA,DFW,ORD,62,45,2182,202,1,0,11,24,8604
2014,3,9,JB,ORD,DEN,92,95,891,65,0,0,22,15,3470
2014,4,7,SW,DFW,ORD,106,44,1697,109,1,0,23,6,8156
2014,10,24,UA,ATL,DFW,34,70,942,41,0,0,6,15,940
2014,4,1,DL,DEN,DEN,92,7,347,179,0,0,7,6,4172
2015,3,20,JB,ORD,ORD,89,126,368,47,0,0,29,8,8335
2015,6,6,UA,LAX,ORD,75,52,2388,238,0,0,12,24,6935
2014,6,22,AA,ORD,ATL,-6,45,2523,277,0,0,11,10,7206
2015,1,16,JB,DEN,ATL,7,17,1301,98,0,0,14,24,8425
2014,4,16,UA,ATL,ATL,12,124,1600,121,1,0,19,12,4231
2015,1,2,AA,DEN,LAX,63,73,2297,121,0,0,23,12,9567
2015,7,23,UA,ORD,ATL,115,135,453,162,0,0,25,16,1822
2015,7,3,AA,ATL,DFW,33,138,1250,60,0,0,14,11,3879
2015,6,22,SW,DEN,DEN,64,127,1083,65,0,0,14,13,4241
2014,11,28,AA,DEN,DFW,-10,31,1352,211,0,0,7,22,8232
2015,2,19,JB,DFW,LAX,60,69,1641,289,0,0,6,6,3689
2015,4,6,JB,LAX,LAX,50,0,521,249,0,0,15,15,8348
2015,12,26,JB,ATL,LAX,-9,95,2224,284,1,0,21,13,4329
2015,3,10,JB,ORD,ATL,55,45,977,107,0,0,12,14,3126
2015,11,8,DL,LAX,ORD,106,37,693,237,0,0,22,23,2250
2015,8,21,JB,DFW,ORD,-8,118,1329,127,0,0,21,19,878
2015,2,1,JB,ORD,DFW,97,141,2908,297,0,0,27,12,9354
2015,10,3,UA,LAX,DEN,60,-10,1081,34,0,0,24,22,7304
2014,2,1,DL,ATL,DFW,22,149,895,171,0,0,6,12,9297
2014,1,8,DL,ATL,DFW,108,126,2026,118,0,0,16,18,9831
2014,9,7,JB,DFW,DFW,107,22,1820,61,0,0,10,22,1001
2015,3,11,UA,ORD,LAX,-8,7,2871,175,0,0,7,12,7969
2014,8,10,UA,LAX,DEN,64,98,275,247,0,0,7,7,7579
2014,7,28,AA,DFW,ATL,83,10,2136,110,0,0,5,15,5030
2014,12,28,UA,DEN,ORD,100,133,2488,157,1,0,28,21,3118
2015,1,20,UA,ORD,DEN,70,-2,2330,32,0,0,20,6,6729
2014,11,11,AA,DFW,DFW,52,29,1431,181,1,1,17,6,8390
2014,6,20,UA,ORD,LAX,90,133,590,170,0,0,5,11,2060
2014,8,17,AA,DEN,DFW,80,61,2722,136,0,0,22,11,743
2014,6,14,UA,DEN,ORD,29,49,620,120,0,0,16,5,4838
2014,9,4,JB,LAX,ATL,110,45,2044,99,0,0,20,22,4626
2014,10,1,DL,DFW,ORD,-9,64,369,210,0,0,6,12,9747
2014,3,21,DL,ATL,DEN,11,-9,984,121,0,0,8,18,4983
2015,6,5,JB,DFW,DFW,28,7,1374,40,0,0,10,14,8382
2014,10,2,UA,ATL,ORD,66,48,1639,43,0,0,17,18,5595
2014,4,10,JB,ATL,DEN,103,137,720,283,0,0,7,12,3141
2015,10,18,DL,DFW,DFW,82,120,1608,199,0,0,11,13,6209
2015,12,9,DL,LAX,ATL,84,142,207,198,0,0,28,12,6254
2015,3,18,JB,ATL,ORD,-4,67,1119,64,0,0,27,7,9507
2015,8,5,UA,LAX,LAX,119,18,724,292,0,0,12,13,8319
2015,7,12,DL,LAX,ORD,62,39,1227,142,0,0,5,11,1427
2014,7,25,JB,DEN,LAX,29,107,979,270,0,0,16,7,5651
2014,5,16,DL,LAX,DFW,105,-1,2156,199,0,0,12,9,5788
2014,12,24,JB,ORD,DFW,83,61,317,32,0,0,29,10,5676
2015,1,2,DL,DEN,ORD,110,13,629,108,0,0,24,12,1388
2014,6,2,JB,DFW,DEN,10,104,2298,221,0,0,6,23,558
2014,6,21,SW,DEN,ATL,15,99,1491,49,0,0,29,12,4470
2015,3,16,UA,ATL,ORD,104,22,833,176,0,0,9,15,2211
2015,5,4,DL,ORD,LAX,12,126,997,81,0,0,20,17,3978
2014,9,3,UA,ATL,LAX,51,132,624,278,0,0,11,12,2690
2015,7,20,SW,DFW,ORD,16,0,290,34,0,0,21,19,6586
2014,8,2,SW,DFW,DEN,29,12,493,235,0,0,23,13,3515
2015,9,2,SW,ATL,ORD,67,102,2735,197,0,0,11,8,3245
2014,6,20,UA,ATL,ORD,24,6,2936,201,0,0,20,5,4240
2014,5,12,DL,DFW,DFW,46,102,2782,195,0,0,12,18,8735
2014,10,13,DL,ORD,ATL,39,122,1730,40,0,0,23,14,4542
2015,5,19,UA,DEN,DEN,96,45,2664,205,1,0,10,6,2641
2015,5,23,AA,DFW,ATL,33,141,1276,79,0,0,27,12,1018
2015,4,25,JB,DEN,LAX,3,36,1539,212,1,0,21,22,284
2015,2,1,DL,ORD,DFW,3,76,2340,104,0,0,25,13,9098
2014,7,7,SW,DFW,ORD,49,36,1012,174,0,0,24,22,2320
2014,7,19,UA,DEN,LAX,82,-8,512,50,0,0,7,19,7363
2014,8,13,DL,LAX,DEN,118,37,955,73,0,0,6,13,3988
2014,8,4,SW,DEN,ATL,14,128,407,64,0,1,19,21,6784
2015,11,16,SW,DFW,LAX,-6,24,670,47,0,1,5,10,1154
2015,8,18,SW,DFW,ATL,19,115,1975,85,0,0,23,17,8891
2015,9,15,DL,ATL,ORD,94,130,1833,38,0,0,22,15,2934
2015,6,11,DL,DFW,DFW,105,10,1161,244,0,0,22,16,9077
2014,4,5,UA,DFW,ORD,-6,83,847,181,0,0,16,21,6834
2015,2,24,UA,DEN,ATL,-7,46,1011,258,1,0,26,9,5538
2015,5,14,UA,LAX,ATL,115,31,2433,260,0,0,5,15,7554
2015,6,11,AA,LAX,DFW,31,1,300,276,0,0,15,9,6173
2014,7,18,DL,DEN,DFW,93,17,2129,63,0,0,28,6,8792
2014,6,8,DL,ATL,DFW,46,105,2544,78,0,0,23,17,9150
2014,4,9,UA,ORD,LAX,13,118,1625,57,1,0,20,13,1929
2015,4,12,AA,ATL,LAX,102,6,2848,141,0,0,20,5,3303
2014,7,21,DL,DFW,DFW,101,69,715,202,0,0,10,21,9353
2014,1,25,UA,DFW,ATL,71,134,1039,241,0,0,9,13,5873
2014,3,24,DL,DFW,ORD,66,37,434,113,0,0,21,10,8154
2014,10,18,AA,ORD,ATL,68,109,2368,108,0,1,20,14,268
2014,2,11,JB,DFW,ORD,23,14,2968,128,0,0,18,9,4613
2014,2,5,SW,LAX,LAX,51,128,843,242,0,0,10,11,8776
2015,7,25,UA,ORD,DEN,90,20,1679,256,0,0,15,23,320
2015,5,9,SW,DFW,ORD,64,44,1016,64,0,0,27,13,9374
2014,12,8,UA,DEN,LAX,-7,34,2114,146,0,0,19,13,9569
2015,3,18,AA,ORD,ATL,105,53,2915,91,0,0,8,9,9559
2014,9,22,JB,LAX,DEN,74,28,1434,126,0,0,16,22,256
2015,9,17,JB,ORD,ATL,7,113,547,51,0,0,29,22,8169
2014,3,13,UA,ATL,ATL,110,81,1543,218,0,0,20,5,3089
2015,2,23,DL,LAX,ATL,39,51,1253,49,0,0,5,22,6757
2014,3,6,DL,DEN,ATL,24,10,460,197,0,0,15,14,9903
2014,9,24,DL,DEN,ORD,40,75,2204,62,0,0,25,23,4648
2015,8,28,JB,ORD,DEN,27,35,2292,186,0,0,18,24,3346
2014,3,7,JB,ATL,DFW,33,9,641,260,0,0,14,10,1661
2015,4,2,DL,LAX,ORD,96,119,2923,178,0,0,9,8,910
2014,5,2,SW,ATL,LAX,79,17,2446,67,0,0,12,5,4186
2014,4,12,JB,DFW,DEN,-1,34,606,75,0,0,17,24,3176
2014,12,2,DL,LAX,DFW,66,10,1143,202,0,0,6,13,949
2014,11,22,AA,ATL,DEN,-6,138,290,45,0,0,29,21,8664
2015,12,26,SW,LAX,DFW,98,108,1108,276,0,0,21,12,2414
2015,2,24,UA,LAX,LAX,34,38,449,225,0,0,14,23,1759
2015,11,1,JB,DFW,DFW,92,26,997,292,0,0,12,20,1294
2015,9,2,AA,DEN,DEN,46,-7,1023,260,0,1,17,7,2492
2015,2,5,DL,ORD,DFW,78,123,2116,196,0,0,26,10,122
2014,5,25,AA,ORD,DFW,74,80,927,148,0,0,19,13,2783
2014,11,11,JB,DFW,ATL,-1,89,2345,139,0,0,17,6,4342
2015,9,27,JB,ORD,DEN,69,56,2035,290,1,0,12,22,9788
2014,8,14,SW,DFW,ORD,55,11,1660,229,0,0,26,5,3922
2015,1,8,SW,ORD,DFW,13,44,1979,118,0,0,27,5,4718
2014,3,17,DL,ATL,LAX,30,59,2368,89,0,0,20,10,1103
2015,10,13,UA,LAX,DEN,118,16,226,231,0,0,17,9,1423
2014,9,8,SW,ATL,DFW,23,145,264,69,0,1,6,6,9244
2014,3,15,AA,ORD,LAX,109,78,819,48,0,0,12,7,707
2015,11,7,AA,DEN,DFW,44,101,1495,77,1,0,8,18,7332
2014,4,15,UA,DEN,ATL,7,82,1202,192,0,0,22,17,6329
2015,3,9,JB,ATL,DEN,98,49,323,290,0,0,25,12,9789
2014,7,14,AA,LAX,LAX,38,112,1191,43,0,0,24,15,3735
2015,9,15,JB,DFW,DFW,27,70,2094,243,0,0,5,14,674
2014,4,11,SW,ATL,LAX,42,76,1813,258,0,0,28,24,5421
2015,9,4,JB,DEN,LAX,57,132,2771,68,0,0,20,5,1266
2014,2,14,JB,DFW,ATL,80,3,1613,128,0,0,23,23,2602
2014,2,26,DL,LAX,ORD,105,128,361,201,0,0,27,5,5611
2015,9,22,DL,LAX,LAX,38,44,457,275,0,0,23,24,4091
2015,7,15,SW,ATL,ATL,13,26,223,209,0,0,28,24,9241
2015,5,4,AA,DFW,ATL,5,54,1100,69,0,0,28,24,2686
2015,5,14,DL,ORD,LAX,114,114,1652,293,0,1,18,16,9423
2014,9,4,AA,ORD,LAX,26,143,562,243,0,0,25,14,6820
2014,11,9,DL,LAX,ATL,93,49,1200,259,0,0,8,13,7386
2014,4,1,DL,DFW,ORD,20,93,1774,66,0,0,13,17,7348
2014,11,26,AA,LAX,LAX,48,44,2777,153,0,0,21,6,1805
2014,1,23,UA,ORD,DEN,56,18,1416,130,0,0,12,9,3843
2015,6,28,DL,LAX,DEN,26,15,1356,271,0,0,13,9,3399
2015,3,8,DL,ORD,ATL,18,3,1375,34,0,0,8,6,1860
2015,2,15,SW,LAX,DFW,36,85,2525,267,0,0,13,20,7857
2015,4,6,UA,DEN,LAX,83,114,558,38,0,0,18,19,8356
2015,9,1,AA,LAX,ATL,86,130,1323,99,0,0,9,23,8930
2014,8,6,UA,DEN,ORD,41,-6,1877,249,0,0,22,22,9946
2014,12,20,AA,ORD,DEN,64,2,1163,158,0,0,7,12,8750
2015,7,27,JB,DFW,ATL,18,28,1254,192,1,0,21,21,5573
2015,2,14,SW,DFW,LAX,45,54,1546,257,0,0,22,17,9320
2015,1,8,SW,ATL,ATL,-8,56,338,124,0,0,16,9,8924
2014,12,7,SW,ORD,DFW,119,16,1571,293,0,0,5,21,103
2015,7,24,JB,ORD,DFW,31,12,1255,37,0,0,16,21,1656
2015,12,16,AA,DEN,ORD,75,109,935,61,0,0,13,20,1071
2015,10,1,UA,ATL,DEN,119,108,459,153,1,0,20,18,7209
2014,5,10,DL,DFW,ORD,59,66,2359,147,0,0,21,7,392
2015,11,12,JB,DFW,ORD,25,131,2189,298,0,0,27,8,2268
2014,8,9,DL,ORD,DFW,21,95,1600,253,1,0,22,21,2412
2015,5,10,SW,LAX,DFW,93,114,1037,190,0,0,25,9,9802
2015,10,10,SW,DEN,LAX,48,103,2779,288,0,0,20,16,6632
2014,5,3,UA,LAX,ATL,102,22,1380,75,0,0,27,21,2122
2014,8,2,DL,LAX,LAX,70,104,858,152,0,0,18,9,5855
2015,9,9,DL,ORD,ATL,113,64,1590,189,0,0,11,23,6988
2015,2,17,DL,LAX,DEN,15,0,2155,230,0,0,19,18,4871
2014,8,22,SW,ATL,DFW,27,83,2749,189,0,0,7,19,7363
2014,7,5,UA,ATL,ATL,-8,22,919,184,0,0,9,9,5165
2015,8,28,JB,DEN,DEN,117,70,1454,132,0,0,24,7,1634
2014,3,12,AA,ATL,ORD,50,5,1817,81,0,0,25,5,1489
2014,4,27,JB,ATL,ORD,87,33,797,243,0,0,21,7,5561
2015,7,4,SW,ORD,DEN,84,124,1965,127,0,0,11,22,7745
2015,5,10,DL,DEN,ATL,103,35,1681,127,0,0,28,20,8352
2015,7,17,JB,LAX,ATL,53,53,1097,72,0,0,16,18,7372
2014,6,2,SW,DEN,DFW,-8,63,1985,85,0,0,17,14,103
2015,4,20,JB,DFW,LAX,73,98,1098,211,0,0,19,15,9943
2015,2,22,DL,ATL,DFW,-9,113,855,65,1,0,18,10,9092
2014,12,6,DL,ATL,ORD,106,52,1446,34,0,0,17,7,7362
2015,6,5,SW,DFW,LAX,99,46,2920,204,1,0,20,5,8473
2014,6,8,AA,ORD,LAX,1,76,2236,246,0,0,20,21,6549
2014,6,16,UA,DEN,ATL,1,43,2548,285,0,0,21,18,6857
2015,1,28,AA,DEN,ORD,104,76,482,196,0,0,17,7,9627
2015,6,3,SW,DFW,ATL,6,99,988,141,1,0,6,15,2379
2014,2,9,SW,DFW,DFW,11,51,1230,57,0,0,18,11,2069
2015,10,26,SW,LAX,DEN,3,82,334,267,0,1,25,16,2745
2014,5,4,AA,ORD,ORD,108,118,2161,99,0,0,22,19,2918
2014,7,1,UA,DEN,LAX,22,96,2349,71,1,0,25,24,6924
2015,10,6,JB,DFW,DFW,114,91,2142,32,0,0,25,12,1334
2015,1,18,SW,ORD,DFW,113,147,2235,179,0,0,5,7,8518
2014,5,4,DL,LAX,DEN,13,15,482,253,0,0,5,9,1035
2014,9,12,SW,LAX,DFW,12,6,2524,133,0,0,11,24,5981
2015,3,14,DL,ORD,ATL,10,48,2618,262,0,0,29,18,2755
2014,2,28,SW,ORD,DEN,40,22,2734,182,0,0,16,12,4021
2014,10,3,SW,DFW,ATL,22,139,2278,122,0,1,19,23,1756
2014,2,19,SW,DFW,ORD,-7,111,1733,211,0,0,9,24,8959
2015,3,2,JB,DEN,DEN,23,149,2962,187,1,0,27,18,7476
2014,1,24,JB,ATL,ATL,44,14,2281,135,0,1,21,15,3271
2014,2,2,JB,DFW,ATL,72,95,2503,199,0,0,18,14,2754
2015,6,17,SW,LAX,DFW,81,15,2175,162,0,0,20,12,4919
2014,8,5,UA,LAX,LAX,0,18,1052,277,0,0,11,24,9347
2014,4,1,AA,LAX,ATL,0,63,1307,236,1,0,6,22,9704
2015,2,16,UA,ORD,ORD,84,40,908,275,0,0,23,20,6575
2015,5,6,SW,LAX,DFW,0,112,2469,86,0,0,14,5,3378
2015,12,5,JB,ORD,DFW,51,147,1381,190,0,0,29,12,3715
2015,3,28,SW,DEN,LAX,40,147,975,223,0,0,15,13,8631
2015,5,12,AA,DEN,ORD,36,138,1035,227,0,0,16,16,6964
2014,3,17,JB,DEN,DFW,115,139,882,210,0,0,25,15,829
2014,11,23,JB,DEN,LAX,71,109,2969,283,0,0,9,15,1928
2015,4,11,JB,LAX,LAX,109,65,834,52,0,0,18,17,4838
2014,5,19,AA,DFW,ATL,23,55,237,106,0,0,5,24,1561
2015,7,2,UA,DEN,DFW,78,29,1065,203,0,0,19,20,9141
2014,2,26,DL,DFW,DEN,55,21,966,63,0,0,22,22,1601
2014,6,25,DL,DEN,LAX,93,79,1227,252,0,0,10,19,7758
2014,6,16,DL,ORD,ORD,50,65,1594,164,0,0,24,15,7371
2015,6,19,AA,LAX,ORD,45,130,2639,244,0,0,22,13,7421
2015,7,8,DL,DEN,ATL,106,-4,741,78,0,0,24,13,6823
2015,11,4,JB,DFW,LAX,75,123,1040,218,1,0,11,19,6156
2014,3,6,SW,ATL,ORD,87,114,1830,127,0,0,27,9,7467
2015,5,24,AA,ORD,DFW,-2,48,1506,66,0,0,6,6,8767
2014,12,20,UA,DFW,DFW,81,100,1012,283,0,0,21,22,1277
2014,9,3,DL,DEN,DEN,24,23,2723,71,1,0,9,18,8738
2015,9,9,AA,DEN,DFW,85,-7,1998,170,0,0,28,14,7669
2014,7,26,DL,DFW,ORD,119,-9,840,172,0,0,17,6,2560
2014,9,23,JB,DEN,DFW,98,138,2627,259,0,0,18,13,3093
2014,3,25,UA,DEN,LAX,-1,20,1373,296,0,0,12,24,2736
2015,12,19,DL,DFW,DFW,-7,108,527,136,0,0,12,19,1937
2015,7,1,JB,DFW,ATL,56,117,1699,279,0,0,14,21,3614
2015,1,3,SW,LAX,LAX,97,32,921,174,0,0,9,20,7095
2014,7,23,DL,ATL,DFW,95,72,2681,156,0,0,15,9,2698
2014,3,1,JB,DFW,DEN,61,19,2040,262,0,0,18,23,5747
2015,3,15,AA,DFW,ORD,5,123,1374,258,0,0,19,17,5098
2014,7,5,UA,LAX,DFW,80,119,1846,266,0,0,15,21,5086
2015,8,28,JB,DEN,LAX,82,84,653,150,0,0,12,13,5294
2015,4,16,JB,ATL,DEN,0,16,992,242,0,0,21,15,8536
2015,12,5,AA,ORD,ORD,56,106,2698,50,0,0,14,14,2231
2015,1,19,JB,DFW,LAX,58,77,428,261,0,0,21,10,2612
2014,5,12,DL,ATL,ORD,65,94,1096,129,0,0,6,19,8936
2014,10,13,AA,ORD,DFW,50,112,235,253,0,0,22,18,6310
2014,4,8,SW,ATL,ORD,48,108,851,46,0,0,11,17,2032
2015,9,17,JB,LAX,ORD,-9,89,389,202,1,1,18,24,3784
2014,3,25,SW,ORD,DEN,47,141,2679,273,0,0,18,12,4303
2015,4,12,JB,ORD,LAX,-5,73,1679,285,0,0,9,7,8611
2015,10,27,JB,ATL,DFW,25,83,1510,44,0,1,20,14,6208
2015,3,14,DL,DFW,DEN,102,26,1401,252,0,0,25,5,3869
2014,3,11,SW,ORD,ORD,73,14,2837,184,0,0,16,11,4093
2015,7,23,AA,DFW,ATL,95,61,1449,84,0,0,16,23,4717
2014,5,1,AA,LAX,DFW,91,92,1706,212,0,0,21,13,4899
2014,5,2,SW,LAX,DEN,54,71,1629,52,0,0,6,9,637
2014,4,16,SW,ORD,ATL,88,70,2202,201,0,0,11,19,634
2014,10,2,SW,DFW,LAX,64,10,2480,146,0,0,13,22,8210
2014,8,27,SW,LAX,ORD,49,-1,2122,59,0,0,10,19,9188
2014,1,1,SW,LAX,DFW,33,127,1766,252,0,0,10,20,5460
2014,11,1,UA,ATL,DEN,-3,120,230,166,0,0,5,20,2748
2014,9,10,SW,ATL,ATL,58,15,1508,150,0,0,14,19,9398
2015,11,18,UA,ORD,DEN,32,56,785,280,0,0,25,6,6009
2015,9,22,JB,ATL,ATL,35,21,445,55,0,0,13,15,6517
2014,11,21,AA,ORD,DFW,65,25,1491,59,0,0,19,5,1394
2014,5,21,SW,DEN,DEN,117,132,2900,40,0,0,9,12,2013
2014,1,2,JB,ATL,ATL,55,98,1450,246,0,0,5,22,1145
2014,12,23,DL,DEN,ATL,87,52,306,44,1,0,26,20,1963
2014,12,3,UA,ATL,DEN,84,-9,2767,157,0,0,8,14,8548
2015,2,14,SW,ATL,ORD,67,96,1104,296,0,0,28,16,2000
2014,2,12,JB,ORD,LAX,-4,133,957,49,0,0,11,16,6962
2014,6,25,SW,DEN,ATL,88,106,442,242,0,0,7,10,4626
2014,10,24,AA,ATL,DFW,98,66,673,273,0,0,10,10,3763
2015,9,25,SW,DFW,DFW,30,64,227,161,0,0,22,18,4476
2015,3,9,DL,DFW,DFW,111,58,1992,296,0,0,7,22,9905
2014,8,13,UA,ATL,ORD,6,44,2405,251,0,0,29,21,8780
2015,2,10,DL,ATL,ATL,87,137,1097,65,1,0,10,7,7216
2015,5,6,AA,ATL,ORD,82,30,1812,182,0,0,5,10,9508
2015,12,5,SW,DEN,DEN,105,136,2994,120,0,0,16,14,5277
2015,4,18,SW,ORD,DEN,19,108,2931,64,0,1,20,6,8500
2015,5,7,AA,DEN,ORD,17,125,2255,229,0,0,28,15,2300
2015,4,16,SW,DFW,ORD,35,127,2890,228,0,0,22,22,6224
2015,1,11,SW,ORD,LAX,76,66,2793,182,0,1,29,10,5160
2015,1,21,SW,ATL,LAX,84,143,2899,99,0,0,11,11,5310
2014,6,10,JB,ORD,DEN,37,106,969,77,1,0,27,7,5819
2014,8,27,JB,ORD,ORD,58,136,401,38,0,0,5,7,4850
2015,7,8,UA,DFW,DFW,48,-10,2351,170,0,0,7,21,5362
2015,4,5,AA,LAX,LAX,45,68,1329,247,0,0,8,13,2955
2014,5,1,DL,ATL,DFW,47,106,1291,131,0,0,17,7,9108
2014,8,3,AA,DEN,LAX,96,71,1341,82,0,0,9,10,5657
